woman;age;education;work;metropolitan_area;non_white;urban;work_permit;poverty
2;33;7;7;2;1;2;2;1
1;30;6;4;2;1;2;2;1
1;34;5;9;2;1;2;3;1
2;40;7;9;2;1;2;3;1
1;51;2;4;2;1;2;3;1
2;34;7;4;2;1;2;2;1
1;19;3;2;2;2;2;2;1
1;45;2;1;2;2;2;1;2
1;38;2;4;2;2;2;2;1
1;32;3;4;3;1;2;3;2
1;59;7;9;3;1;2;3;1
2;22;6;9;3;1;2;1;1
1;51;2;3;3;2;2;1;2
1;34;3;3;2;1;2;3;1
1;30;2;7;2;2;2;2;2
2;26;4;11;2;2;2;1;2
1;43;2;2;2;1;2;2;1
2;23;2;4;2;1;2;2;1
1;21;2;3;2;2;2;2;2
1;27;2;3;2;2;2;1;2
1;68;6;10;2;1;1;3;2
1;37;2;4;2;1;1;2;1
2;34;4;11;2;1;1;1;1
1;57;2;1;2;2;1;3;2
1;43;2;1;2;2;1;3;2
2;37;2;11;2;2;1;1;2
2;30;7;4;2;1;1;3;1
1;27;3;3;2;1;1;1;1
1;29;5;4;2;1;1;3;2
2;35;7;4;2;1;1;1;1
2;67;2;4;3;1;2;3;2
1;58;2;4;3;1;2;3;2
2;49;7;11;3;1;2;2;1
1;57;5;8;3;1;2;3;1
1;24;6;7;3;1;2;2;1
1;38;7;2;3;1;2;2;1
2;36;7;9;3;1;2;2;1
1;53;2;8;2;1;2;2;1
2;47;4;9;2;1;2;3;1
1;44;2;6;2;1;2;3;2
1;35;5;1;2;1;2;3;1
2;27;7;9;2;1;2;1;1
2;35;6;7;2;1;2;3;1
1;18;4;10;2;2;2;1;1
1;34;7;5;2;1;2;2;1
2;26;7;7;2;1;2;2;1
1;60;5;1;2;1;2;3;1
1;48;2;3;2;1;2;3;1
2;43;5;9;2;1;2;3;1
1;41;5;4;2;1;2;3;1
2;50;5;4;2;2;2;3;1
2;22;6;6;2;1;2;1;2
1;48;5;4;2;1;2;3;1
2;50;5;4;2;1;2;2;1
2;44;6;4;2;2;2;2;1
1;37;5;4;3;1;2;2;1
2;53;4;11;3;1;2;1;1
1;47;2;7;3;1;2;2;1
2;23;6;7;3;1;2;1;1
2;45;3;11;3;1;2;2;1
2;54;5;9;3;1;2;2;1
2;34;7;7;3;1;2;3;1
1;63;7;5;3;1;2;2;1
1;39;7;9;3;1;2;2;1
2;31;7;2;3;1;2;3;1
1;48;7;8;3;1;2;3;1
2;45;7;2;3;1;2;2;1
1;55;7;9;3;1;2;3;1
2;58;7;2;3;1;2;3;1
2;37;6;9;3;1;2;2;1
2;31;5;5;3;1;2;2;1
2;44;5;10;3;1;2;3;1
1;47;5;5;3;1;2;2;1
1;54;3;2;3;1;2;3;1
2;48;5;5;3;1;2;3;1
1;49;3;5;3;1;2;3;1
2;32;3;7;2;1;2;2;1
1;40;2;2;2;2;2;2;1
1;48;2;2;2;1;2;2;1
1;57;2;10;2;1;2;3;1
2;42;2;11;2;1;2;1;1
1;41;2;2;2;1;2;2;1
2;51;3;2;2;1;2;2;1
2;56;7;9;2;1;2;3;1
1;66;7;8;2;1;2;3;1
2;59;7;4;2;1;2;3;1
2;35;7;7;2;1;2;3;1
1;26;7;4;2;1;2;1;1
2;53;7;7;2;1;2;3;1
1;54;7;9;2;2;2;3;1
2;46;7;8;2;1;2;1;1
2;46;6;4;2;1;2;2;1
1;25;7;9;2;1;2;2;1
1;18;4;4;2;1;2;2;1
1;48;5;5;2;1;2;1;2
2;54;6;9;2;1;2;2;1
2;39;7;10;2;1;2;2;2
1;28;4;1;2;1;2;1;1
1;46;5;8;2;1;2;1;1
1;34;5;8;2;1;2;3;1
2;22;5;2;2;1;2;2;1
1;15;2;4;2;1;2;1;1
1;43;3;8;2;1;2;3;1
2;37;5;9;2;1;2;3;1
1;41;5;1;2;1;2;3;1
2;41;5;2;2;1;2;2;1
1;40;2;1;2;1;2;3;1
1;41;7;8;2;1;2;3;1
2;39;7;9;2;1;2;3;1
1;34;7;7;2;1;2;3;1
2;30;7;7;2;1;2;2;1
1;29;7;8;2;1;2;3;1
2;27;6;4;2;1;2;3;1
2;50;4;10;2;1;2;3;1
1;24;7;10;2;1;2;3;1
1;21;5;10;2;1;2;3;1
1;49;7;4;3;1;2;2;1
2;41;7;2;3;1;2;2;1
2;45;7;7;3;1;2;2;1
2;19;5;4;3;1;2;2;1
2;52;5;9;3;1;2;1;1
1;27;6;4;3;1;2;2;1
2;43;7;10;3;1;2;3;2
2;58;2;1;2;1;1;3;1
1;47;2;1;2;1;1;1;1
1;41;3;1;2;1;1;2;2
2;56;5;8;2;1;1;3;1
2;26;7;9;2;1;1;3;1
1;36;7;4;2;1;1;3;1
1;54;2;1;2;1;1;3;1
1;41;5;1;2;2;1;2;1
2;40;7;9;2;2;1;3;1
1;66;2;1;2;1;1;2;1
1;58;3;1;2;1;1;3;1
1;54;5;1;2;1;1;3;1
1;67;7;4;3;1;2;3;1
2;64;7;7;3;1;2;2;1
2;60;7;4;3;1;2;2;1
1;48;7;4;3;1;2;3;1
2;52;7;7;3;1;2;3;1
2;45;7;9;3;1;2;2;1
1;49;7;1;3;1;2;3;1
1;65;5;4;2;1;2;3;1
2;71;7;4;2;1;2;3;1
2;26;7;2;2;1;2;2;1
1;26;7;7;2;2;2;3;1
1;36;7;6;2;1;2;3;2
2;34;7;6;2;1;2;3;2
2;56;7;9;2;1;2;2;1
2;63;2;11;2;2;2;2;1
2;31;7;9;2;1;2;3;1
1;36;7;1;2;1;2;3;1
2;25;5;10;2;1;2;3;1
1;22;6;6;2;1;2;3;1
1;57;2;1;2;1;1;3;1
2;49;2;1;2;1;1;3;1
1;29;5;1;2;1;1;3;1
2;19;5;9;2;1;1;1;1
2;29;5;1;2;1;1;3;1
1;62;2;1;2;1;1;3;1
2;58;2;1;2;1;1;3;1
1;43;3;1;2;1;1;3;1
2;36;5;1;2;1;1;3;1
1;48;2;1;2;1;1;3;1
1;66;2;1;2;1;1;3;1
2;63;2;1;2;1;1;3;1
1;37;2;1;2;1;1;3;1
1;34;3;1;2;1;1;3;1
2;37;5;1;2;1;1;3;1
1;42;5;1;2;1;1;3;1
2;37;5;1;2;1;1;3;1
1;32;5;1;2;1;1;3;1
1;46;2;1;2;1;1;3;1
1;54;2;5;2;1;1;3;1
2;43;2;6;2;1;1;3;1
1;51;2;1;2;1;1;3;1
2;52;2;1;2;1;1;3;1
1;21;5;4;2;1;1;2;1
1;49;3;1;2;1;1;3;1
2;25;4;1;2;1;1;2;1
1;30;2;1;2;1;1;2;1
1;51;2;1;2;1;1;3;1
1;52;2;1;2;1;1;3;1
1;52;2;3;2;1;1;3;1
1;44;2;1;2;1;1;3;1
2;35;7;8;2;1;1;3;1
2;19;4;2;2;1;1;2;1
1;75;2;1;2;1;1;3;1
1;55;2;1;2;1;1;3;2
1;52;2;1;2;1;1;3;1
2;46;2;2;2;1;1;2;1
1;24;4;2;2;1;1;2;1
2;50;2;2;2;1;1;2;2
1;35;2;4;2;1;1;3;2
1;57;2;1;2;1;1;3;1
1;51;2;1;2;1;1;3;1
2;34;4;2;2;1;1;2;1
1;68;2;1;2;1;1;3;1
1;30;5;8;2;1;1;2;1
1;64;7;7;2;1;2;3;1
1;80;7;7;2;1;2;3;1
1;37;7;10;2;1;2;2;1
1;33;5;4;2;2;2;1;1
2;30;7;10;2;1;2;1;1
1;55;5;4;2;1;2;2;1
2;54;5;6;2;1;2;1;1
1;51;7;9;2;1;2;3;1
2;42;7;9;2;1;2;2;1
1;40;7;2;2;1;2;1;1
2;54;6;8;2;1;2;2;1
2;41;7;2;2;1;2;2;1
2;44;7;7;2;1;2;3;1
1;34;5;4;2;1;2;2;1
1;26;3;3;2;1;2;1;1
2;30;5;6;2;1;2;2;1
1;41;5;3;2;1;2;3;1
2;32;7;10;2;1;2;3;1
1;35;7;9;2;1;2;1;1
1;35;7;9;2;1;2;2;1
1;34;7;8;2;1;2;3;1
2;37;7;8;2;1;2;3;1
1;24;4;3;2;2;2;3;2
1;28;7;10;2;1;2;3;1
2;31;7;4;2;2;2;3;1
1;28;6;2;2;1;2;2;1
2;28;7;7;2;1;2;3;1
1;60;2;2;2;1;2;2;1
2;53;2;2;2;1;2;2;1
1;23;6;7;2;1;2;2;1
2;21;6;9;2;1;2;1;1
2;53;5;9;2;1;2;3;1
1;22;7;2;2;1;2;2;1
2;19;2;2;2;2;2;2;1
1;58;7;4;2;1;2;2;1
1;29;5;2;2;1;2;2;1
2;26;4;2;2;2;2;2;1
2;51;7;9;2;1;2;3;1
1;25;5;2;2;1;2;2;1
2;20;6;2;2;1;2;2;1
1;37;7;7;2;1;2;2;1
2;34;3;6;2;1;2;3;1
1;33;5;2;2;1;2;2;1
1;47;6;7;2;1;2;3;1
1;77;7;7;2;1;2;3;1
1;35;6;8;2;1;2;3;1
2;25;4;4;2;1;2;2;1
2;42;3;2;2;2;2;3;1
1;38;3;4;2;1;2;2;1
1;59;7;1;2;1;2;3;1
2;55;7;4;2;1;2;1;1
1;50;5;2;2;1;2;2;1
2;30;5;11;2;1;2;2;1
1;50;2;5;2;1;2;3;2
1;56;2;4;2;1;2;2;1
2;51;2;11;2;1;2;1;1
1;35;2;1;2;1;2;2;1
1;77;7;8;2;1;2;3;1
1;40;7;8;2;1;2;1;1
1;40;3;3;2;1;2;3;1
1;18;3;3;2;2;2;2;1
1;37;5;3;2;1;2;1;1
2;42;7;9;3;1;2;2;1
2;49;2;11;2;1;2;2;1
1;50;2;3;2;1;2;1;1
2;46;5;4;2;1;2;2;1
1;30;5;2;2;1;2;3;1
2;28;6;9;2;1;2;2;1
1;39;2;3;2;1;2;2;1
2;43;2;11;2;1;2;2;1
2;41;2;11;2;1;2;1;2
1;47;5;10;2;1;2;1;1
2;60;5;4;2;1;2;2;1
1;29;5;2;2;1;2;2;1
2;61;5;11;2;1;2;1;1
1;27;5;2;2;1;2;2;2
1;42;4;4;2;1;2;3;1
2;43;5;10;2;2;2;3;1
1;44;2;2;2;1;2;2;1
2;52;2;2;2;1;2;1;2
2;59;5;6;2;1;2;2;1
1;39;7;9;2;1;2;3;1
2;41;7;10;2;1;2;3;1
2;46;2;2;2;1;2;1;2
1;29;5;5;2;1;2;3;1
1;34;2;3;2;1;2;1;1
1;43;5;3;2;1;2;2;2
1;39;2;1;2;1;2;3;2
2;62;2;11;2;1;2;1;1
1;69;3;1;2;1;2;3;1
2;62;7;9;2;1;2;3;1
2;46;2;10;2;2;2;1;1
1;42;2;3;2;2;2;3;1
1;61;2;4;2;1;2;3;1
1;60;5;4;2;1;2;1;1
2;39;3;4;2;1;2;3;1
1;36;7;9;3;1;2;3;1
1;41;5;4;3;2;2;2;1
2;45;5;11;3;1;2;2;1
1;29;7;4;3;1;2;3;1
1;38;7;7;3;1;2;3;1
1;54;7;8;3;1;2;3;1
1;51;2;2;2;1;2;2;2
1;62;2;4;2;1;2;2;1
2;62;3;4;2;1;2;2;1
1;54;5;2;2;1;2;2;1
1;51;2;2;2;1;2;2;1
2;54;2;11;2;1;2;1;1
2;55;3;7;2;1;2;2;1
2;28;7;2;2;1;2;2;1
1;23;6;2;2;1;2;1;1
2;50;2;11;2;2;2;1;1
1;28;3;4;2;1;2;2;1
2;21;5;4;2;2;2;2;1
1;44;2;5;2;1;2;2;2
1;59;2;1;2;1;2;3;2
1;47;3;3;2;1;2;3;1
2;39;5;4;3;1;2;1;1
1;42;7;7;3;1;2;3;1
2;49;5;4;3;1;2;2;1
1;60;3;5;3;2;2;2;1
2;26;5;4;3;1;2;2;1
1;44;7;2;3;1;2;2;1
2;24;5;4;3;1;2;2;1
1;61;2;5;3;1;2;2;1
1;21;5;2;3;1;2;2;1
2;44;5;9;3;1;2;3;1
2;48;5;10;3;1;2;1;1
1;32;5;2;3;2;2;2;1
2;26;6;4;3;1;2;2;1
2;32;4;7;3;2;2;2;2
2;31;5;7;3;1;2;2;1
2;41;5;9;3;2;2;3;1
2;51;2;10;3;1;2;3;2
2;23;6;8;3;1;2;1;2
2;29;2;10;3;1;2;2;1
1;36;6;9;3;1;2;3;1
2;41;5;7;3;1;2;3;1
1;46;3;5;3;1;2;3;1
2;46;5;5;3;2;2;3;1
2;28;4;6;3;2;2;2;1
1;61;2;5;3;1;2;3;1
1;26;2;5;3;1;2;3;1
1;26;5;3;3;1;2;2;1
1;50;7;7;3;1;2;2;1
2;40;7;10;3;1;2;3;1
1;27;6;4;3;1;2;2;1
1;29;7;5;2;1;2;3;1
1;29;7;10;2;1;2;3;1
1;47;5;7;2;1;2;3;1
2;38;5;9;2;1;2;2;1
1;62;2;5;2;1;2;3;1
2;47;7;9;2;1;2;3;1
2;18;5;7;2;1;2;3;1
1;43;5;2;2;2;2;3;1
1;55;7;8;2;1;2;3;1
1;23;6;9;2;1;2;1;1
1;47;7;4;2;1;2;2;1
2;46;7;9;2;1;2;3;1
2;40;5;2;2;1;2;3;1
1;52;5;5;2;1;2;3;1
2;60;7;5;2;1;2;3;1
2;22;7;9;2;1;2;1;1
1;34;7;9;2;1;2;3;1
2;31;7;7;2;1;2;3;1
2;43;7;4;3;1;2;2;1
1;30;6;7;3;1;2;2;1
1;50;5;5;3;1;2;1;1
1;42;7;9;3;1;2;3;1
2;40;7;8;3;1;2;3;1
1;29;5;4;2;1;1;2;1
2;23;5;9;2;1;1;3;1
1;58;2;1;2;1;1;3;2
1;62;2;1;2;1;1;3;1
1;52;2;3;2;1;1;3;1
1;61;2;1;2;1;1;3;1
1;36;5;1;2;1;1;3;1
1;35;7;10;3;2;2;2;1
1;34;5;2;3;2;2;2;1
2;49;7;7;3;2;2;3;1
2;27;5;9;3;1;2;2;1
1;27;7;4;3;1;2;2;1
1;53;2;4;3;1;2;3;1
1;51;7;7;3;1;2;2;1
2;23;5;4;3;2;2;2;1
1;26;5;5;3;1;2;3;1
1;28;7;10;3;1;2;2;1
2;34;7;9;3;1;2;3;1
1;57;5;7;3;2;2;2;1
1;64;3;4;3;1;2;1;1
1;60;2;4;2;1;2;3;1
1;22;4;7;2;1;2;3;1
1;67;7;7;2;1;2;3;1
2;42;5;9;2;1;2;3;1
1;60;7;9;2;1;2;3;1
2;53;5;11;2;1;2;1;1
1;51;5;8;2;1;2;3;1
2;39;5;11;3;1;2;1;2
1;45;2;4;3;1;2;1;2
2;20;4;7;3;1;2;1;2
2;55;2;2;3;1;2;3;2
2;29;5;4;3;1;2;3;1
1;46;5;6;3;1;2;3;1
2;70;3;10;3;2;2;3;2
1;47;2;1;2;1;1;3;2
1;56;2;1;2;1;1;3;1
1;38;4;1;2;1;1;3;2
1;41;2;1;2;1;1;3;2
1;57;2;1;2;1;1;3;1
1;21;5;4;2;1;1;2;1
1;54;2;1;2;1;1;3;2
2;33;5;1;2;1;1;3;2
1;52;2;1;2;1;1;3;2
1;40;2;11;2;1;1;1;2
1;48;2;1;2;1;1;3;2
2;50;7;9;2;1;1;3;1
2;22;7;8;2;1;1;1;1
1;40;5;9;2;1;1;2;2
1;37;3;5;2;1;1;3;1
2;53;5;8;2;1;1;2;1
1;28;5;1;2;1;1;3;1
1;67;3;1;2;1;1;3;1
1;45;2;1;2;1;1;3;1
1;60;2;1;2;1;1;3;1
2;31;5;9;2;1;1;3;1
1;36;5;3;3;2;2;2;1
1;21;4;6;3;2;2;3;1
2;22;6;9;3;1;2;2;1
1;37;5;9;3;1;2;2;1
1;51;5;10;3;1;2;3;1
2;48;5;4;3;1;2;2;1
2;50;3;9;3;2;2;2;1
1;24;3;6;3;2;2;1;1
2;28;5;2;3;1;2;3;2
1;31;5;2;3;1;2;3;2
2;57;6;9;3;1;2;3;1
1;20;5;2;3;1;2;2;1
2;55;2;11;3;1;2;2;1
1;59;5;2;3;1;2;3;1
2;65;5;9;3;1;2;2;1
1;41;3;5;3;1;2;2;2
2;57;7;8;3;1;2;3;1
1;28;7;4;2;1;2;2;1
2;54;3;4;2;1;2;2;1
2;19;6;4;2;1;2;2;1
2;37;7;7;2;1;2;3;1
2;48;5;10;2;1;2;3;1
1;26;5;4;2;1;2;2;1
2;28;5;8;2;1;2;3;1
1;27;5;4;2;1;2;3;1
1;52;2;10;2;1;2;3;1
2;42;7;9;2;1;2;3;1
1;41;3;1;2;1;1;3;1
2;37;7;8;2;1;1;3;1
1;64;2;1;2;1;1;3;1
1;37;2;1;2;1;1;1;1
2;30;5;1;2;1;1;1;1
1;64;2;1;2;1;1;3;1
2;57;2;1;2;1;1;3;1
1;40;2;1;2;1;1;3;1
2;36;3;1;2;1;1;3;1
1;70;2;1;2;1;1;3;1
1;23;3;4;2;1;1;2;1
1;53;5;1;2;1;1;3;1
2;47;4;1;2;1;1;3;1
1;35;7;1;2;1;1;3;1
1;56;3;1;2;1;1;3;1
1;51;2;1;2;1;1;3;2
2;55;5;1;2;1;1;3;1
2;30;7;9;2;1;1;3;1
1;25;5;1;2;1;1;3;1
1;61;2;1;2;1;1;2;1
1;56;4;1;2;1;1;3;1
2;45;2;11;2;1;1;1;2
1;62;3;1;2;1;1;3;1
2;46;5;2;2;1;1;3;1
1;36;2;1;2;1;1;1;1
2;32;2;1;2;1;1;3;2
1;25;3;1;2;1;1;3;2
1;58;2;10;2;1;1;3;1
1;26;2;3;2;1;1;1;2
1;61;4;5;2;1;2;3;1
1;36;6;9;2;1;2;2;1
1;33;5;4;2;1;2;2;1
2;49;6;6;2;1;2;1;1
2;22;5;6;2;1;2;3;1
1;20;4;3;2;1;2;1;1
2;50;4;2;2;1;2;3;1
1;54;5;3;2;1;2;3;1
1;51;2;8;2;1;2;3;1
1;32;5;3;2;1;2;3;1
2;28;5;6;2;1;2;2;1
1;39;5;4;2;1;2;2;1
2;41;5;10;2;2;2;3;1
2;34;7;7;2;1;2;2;1
1;32;7;4;2;1;2;2;1
2;43;7;9;2;1;2;3;1
1;50;7;4;2;1;2;3;1
2;53;7;4;2;1;2;2;1
2;34;7;9;2;1;1;2;1
1;38;5;4;2;1;1;2;1
1;38;2;1;2;1;1;3;1
1;25;6;4;2;1;1;2;1
1;44;2;1;2;1;1;3;1
1;60;2;1;2;1;1;3;1
1;30;5;1;2;1;1;3;1
1;20;5;9;2;1;1;1;1
1;31;4;2;2;1;2;3;1
2;32;7;3;2;1;2;2;1
1;61;2;4;2;1;2;3;1
1;82;2;1;2;2;2;3;1
1;58;2;3;2;2;2;3;2
1;18;4;3;2;2;2;1;2
2;33;2;6;2;1;2;2;1
1;48;2;2;2;1;2;1;1
2;35;4;11;2;2;2;1;2
2;43;4;4;2;1;2;3;1
1;50;2;1;2;1;1;3;2
2;42;2;1;2;1;1;3;2
1;55;7;2;3;1;2;2;1
2;52;7;9;3;1;2;2;1
1;27;6;7;3;1;2;3;1
2;60;5;7;3;1;2;3;1
2;29;7;9;3;1;2;1;1
1;34;7;7;3;1;2;3;1
1;54;2;4;2;1;1;3;1
1;32;2;1;2;1;1;3;2
1;49;4;1;2;1;1;2;2
1;16;4;7;2;1;1;1;2
2;23;3;2;2;1;1;2;1
1;28;3;2;2;1;1;2;1
1;32;3;1;2;1;1;3;1
1;47;2;1;2;2;1;3;1
1;45;2;2;3;2;2;2;1
2;40;2;2;3;1;2;2;1
1;20;5;8;3;2;2;3;1
2;18;5;2;3;2;2;2;1
1;50;2;3;3;2;2;1;1
1;30;2;4;3;2;2;3;2
2;39;7;9;3;1;2;3;1
1;33;2;2;3;1;2;2;1
1;51;2;7;3;2;2;2;1
1;28;5;3;3;2;2;1;1
1;26;5;2;3;1;2;2;1
2;17;2;2;3;1;2;1;1
1;42;2;2;3;1;2;2;1
1;35;2;1;2;2;1;3;2
1;42;2;1;2;2;1;1;2
1;26;4;1;2;1;1;3;2
1;28;2;1;2;1;1;3;2
1;40;2;1;2;1;1;3;2
1;50;2;1;2;1;1;3;2
1;31;2;1;2;1;1;3;2
1;52;2;1;2;2;1;3;2
1;38;2;1;2;1;1;3;2
1;38;2;1;2;1;1;3;2
1;58;3;1;2;1;1;3;2
1;36;2;1;2;2;1;3;2
1;56;5;8;2;2;2;3;1
2;45;2;6;2;2;2;2;1
2;66;2;9;2;1;2;2;2
1;41;3;1;2;1;1;2;2
1;27;5;3;2;1;1;1;2
2;37;2;2;2;1;1;2;1
2;19;5;4;2;1;1;2;1
1;68;6;4;2;1;1;3;1
2;64;5;4;2;1;1;3;1
1;37;2;1;2;2;1;2;2
2;31;7;9;2;1;1;2;1
1;28;7;2;2;1;1;2;1
2;33;2;11;2;1;1;1;1
1;43;2;2;2;1;1;2;1
1;49;7;4;2;1;1;2;1
2;42;7;3;2;1;1;2;1
1;62;2;1;2;1;1;3;1
2;51;3;1;2;1;1;3;1
1;22;6;1;2;1;1;3;1
1;62;2;3;2;1;1;2;1
1;46;7;7;2;1;1;3;1
2;21;5;11;2;1;1;1;2
1;54;7;1;2;1;1;3;1
2;52;7;7;2;1;1;2;1
1;70;2;1;2;2;1;3;2
1;56;2;1;2;1;1;3;2
2;52;3;11;2;1;2;2;1
2;21;5;4;2;1;2;2;1
2;45;3;11;2;1;2;2;1
2;21;5;4;2;1;2;2;1
2;33;3;6;2;1;2;1;2
1;41;2;7;2;1;2;2;2
1;53;3;10;2;2;2;2;1
1;50;2;3;2;2;2;2;2
1;57;2;2;2;1;2;2;1
1;35;7;7;2;1;2;1;1
1;45;6;4;2;2;2;2;1
2;41;4;4;2;2;2;2;1
2;50;6;4;3;1;2;3;1
1;52;5;7;3;1;2;2;1
1;20;6;9;3;1;2;1;1
2;48;7;7;3;1;2;2;1
1;44;7;9;3;1;2;2;1
2;52;5;2;3;1;2;3;2
1;68;7;7;3;1;2;2;1
2;51;7;9;3;1;2;2;1
1;48;5;2;3;1;2;2;1
2;47;5;4;3;2;2;2;1
1;25;5;2;3;1;2;2;1
2;64;2;11;3;1;2;1;1
2;60;2;11;3;1;2;1;2
1;60;2;3;3;2;2;3;2
2;35;7;2;3;1;2;2;1
1;52;2;3;3;1;2;3;2
1;56;3;2;3;2;2;3;1
2;24;6;10;3;2;2;3;1
1;55;2;5;3;1;2;3;1
2;61;2;6;3;2;2;3;1
1;35;7;7;3;1;2;3;1
2;29;7;2;3;1;2;2;1
2;36;6;5;3;1;2;2;1
1;30;7;10;3;1;2;3;1
2;61;1;11;2;2;2;1;1
1;58;5;1;2;2;2;2;1
2;42;5;11;2;1;2;2;1
1;52;5;5;2;2;2;3;2
1;53;5;3;2;2;2;3;1
1;35;7;5;2;1;2;3;1
1;56;5;7;2;1;2;3;1
1;31;5;8;2;1;2;3;1
1;46;3;5;2;1;2;2;1
1;44;5;4;2;1;2;3;1
1;53;3;5;2;2;2;2;1
1;36;7;4;2;1;2;3;1
2;36;5;4;2;2;2;3;1
1;24;5;8;2;1;2;3;1
1;25;6;8;2;1;2;3;1
2;24;7;9;2;2;2;3;1
2;64;7;7;2;1;2;3;1
2;61;5;7;2;1;2;2;1
2;23;7;10;2;1;2;1;1
1;60;7;8;2;1;2;3;1
1;74;7;7;2;1;2;3;1
1;50;5;10;3;1;2;3;1
2;30;7;9;3;1;2;2;1
2;46;2;11;3;1;2;2;1
2;42;3;4;3;2;2;3;2
1;68;2;4;3;1;2;3;2
2;57;5;6;3;1;2;3;1
1;24;5;5;3;1;2;2;1
1;50;4;11;2;1;2;1;2
1;42;3;4;2;1;2;3;1
2;60;2;6;2;2;2;2;1
1;40;5;5;2;1;2;3;1
2;39;5;9;2;1;2;3;1
1;51;7;9;3;1;2;3;1
2;50;7;9;3;1;2;3;1
1;54;7;9;3;1;2;1;1
2;29;7;7;3;1;2;3;1
1;32;5;8;3;1;2;1;1
1;39;5;8;2;1;2;3;1
1;27;5;4;2;1;2;2;2
2;45;5;11;2;1;2;1;2
1;55;3;4;2;1;2;1;1
2;59;5;2;2;1;2;3;1
1;62;2;1;2;1;1;3;1
2;63;5;1;2;1;1;3;1
1;44;4;5;2;1;1;1;1
1;41;5;1;2;1;1;3;2
2;32;5;1;2;1;1;3;2
1;53;2;1;2;1;1;3;1
2;52;2;1;2;1;1;3;1
1;59;2;1;2;1;1;3;1
1;35;2;1;2;1;1;2;2
2;24;5;4;2;1;1;2;2
1;23;2;4;2;2;1;2;2
1;26;2;4;2;2;1;3;1
2;28;5;4;2;1;1;3;1
1;29;2;4;2;1;1;1;2
2;58;5;4;2;1;2;2;1
1;45;2;4;2;1;2;2;1
1;55;2;5;2;2;2;3;1
1;47;2;3;2;2;2;2;1
2;40;5;9;2;2;2;2;1
2;22;6;2;2;2;2;2;1
2;45;2;11;2;1;2;1;2
1;23;4;2;3;1;2;2;1
1;26;2;7;3;2;2;1;1
2;22;5;10;3;2;2;3;1
1;71;2;6;3;1;2;1;1
2;57;2;11;3;2;2;1;1
2;53;4;6;3;1;2;3;1
1;53;5;7;3;2;2;2;1
1;40;5;4;2;1;2;2;1
1;75;5;2;2;1;2;3;1
2;41;7;7;2;1;2;2;1
1;30;7;4;2;1;2;2;1
2;30;7;9;2;1;2;1;1
2;44;2;2;2;2;2;2;1
1;22;5;2;2;2;2;2;1
2;32;7;6;2;1;2;3;1
2;30;7;6;2;1;2;3;1
1;35;7;4;2;1;2;2;1
2;32;5;8;2;1;2;3;1
1;30;7;4;2;1;2;2;1
1;46;2;5;2;1;2;3;1
2;44;7;8;2;1;2;3;1
1;48;2;2;2;1;2;2;1
1;22;4;3;2;1;2;2;1
1;48;2;5;2;1;2;2;1
2;53;3;2;2;2;2;2;1
2;30;5;2;2;2;2;2;1
1;34;2;2;2;2;2;2;1
2;29;3;7;2;1;2;2;1
1;45;2;4;2;1;2;2;2
1;31;6;3;2;1;2;3;1
2;32;6;9;2;1;2;1;1
1;41;2;1;2;1;2;2;2
1;22;4;1;2;1;2;2;1
1;30;4;3;2;1;2;2;1
2;24;4;2;2;1;2;2;1
2;29;2;6;2;1;2;2;1
1;31;2;2;2;1;2;2;1
1;46;5;4;2;2;2;3;2
2;40;5;4;2;1;2;2;1
1;44;2;3;2;1;2;3;1
2;69;2;4;2;1;2;3;1
2;41;5;2;2;1;2;2;1
1;20;3;2;2;1;2;2;1
1;41;2;3;2;2;2;2;1
1;18;2;2;2;2;2;2;1
2;45;3;9;2;1;2;2;1
2;27;7;4;2;1;2;3;1
1;30;7;2;2;1;2;2;1
1;37;5;2;2;1;2;2;1
2;33;7;2;2;1;2;2;1
1;50;2;3;2;1;2;3;1
2;35;6;7;2;1;2;2;1
1;38;7;3;2;1;2;2;1
1;68;2;2;2;1;2;2;1
1;58;4;1;2;1;1;3;1
1;31;2;1;2;2;1;3;2
2;40;5;1;2;2;1;3;2
1;67;2;1;2;1;1;3;2
1;26;3;1;2;1;1;3;2
1;25;4;1;2;1;1;3;2
1;30;2;1;2;1;1;3;2
1;59;2;1;2;2;1;3;2
1;47;2;11;2;2;1;2;1
2;48;5;2;3;1;2;3;1
2;25;6;9;3;1;2;1;1
1;60;5;3;3;2;2;3;1
2;35;6;6;3;2;2;3;1
1;59;5;8;3;1;2;3;1
2;41;5;2;3;1;2;1;1
1;27;6;5;3;1;2;1;1
2;27;6;2;3;1;2;1;1
1;49;3;10;3;1;2;3;1
1;25;5;7;3;2;2;3;1
2;62;5;4;3;1;2;3;1
2;34;5;4;2;1;2;2;2
2;41;5;11;2;2;2;2;1
1;33;5;1;2;1;2;3;1
2;27;7;8;2;1;2;3;1
1;28;5;5;2;1;2;2;1
2;28;7;7;2;2;2;3;1
1;70;5;1;2;1;2;3;1
2;54;7;9;2;1;2;3;1
1;55;3;9;2;2;2;3;1
1;62;5;4;2;1;2;2;1
2;27;7;7;2;1;2;2;1
1;27;7;7;2;1;2;1;1
2;35;3;4;2;1;2;2;1
1;22;4;4;2;1;2;2;1
2;29;5;4;2;1;2;2;1
1;34;5;9;2;1;2;3;1
2;37;5;8;2;1;2;3;1
1;39;7;9;2;1;2;3;1
